label,origin_id,punchline_idx,text_a,text_b
1,2799,7,those who defy the agent of death will face,grim reaper cussions
1,2800,1,business at the,candle factory tapered off after the holidays
0,2801,7,If man has no tea in him he is,incapable of understanding truth and beauty
0,2802,12,In this country no man has a license to beat and get away with,it
1,2803,11,after the six campers were discovered missing from their tents the state police,began to canvas the area
1,2804,5,the philanthropist built a town and named,it generocity
1,2805,5,i like vegetables but my friend doesn,t carrot call
1,2806,3,mischievous lambs post their videos,on ewe tube
0,2807,6,I would have to say move to the,the city and find some there
1,2808,1,lightning storms can,be very striking
1,2809,15,when the pharmacist found out her husband was having an affair it was a hard pill to,swallow
0,2810,7,You never miss the water till the well runs,dry
1,2811,10,i ve been to the dentist several times so i know the,drill
0,2812,18,A small bag of crack which goes for 50 in New York can sell for up to 100 here he,said
1,2813,2,when the crop was,destroyed there was no more cranberry source
1,2814,20,when i opened the first snow pea pod one fell out and rolled under the fridge one might say it was an,escapea
0,2815,1,I m not,going to let them get away with it and neither are you
1,2816,11,i thought santa was going to be late but he arrived in the,nick of time
0,2817,8,I was interested because I wanted to be a baseball,player
0,2818,2,Two s company three,s a crowd
0,2819,9,In any case I have not resigned the contract is not,interrupted it is broken
0,2820,7,You re nasty Get a life and ask better,questions than that
1,2821,0,we were,going to ship a truck load of food but we found it just wasn t palatable
0,2822,3,And that s about the,best answer I can give
1,2823,4,a plastic surgeon who specializes in,breast implants is a front end manager
0,2824,4,Some people don t think that,s such a great idea
0,2825,1,I developed a,comedy routine that put my life into jeopardy because I wasn t very good at gymnastics
0,2826,9,If there is a strong general there will be no weak,soldiers
1,2827,7,when a guitarist messes up he re chords his,mistake
0,2828,15,You can t get personal lessons from these people They are the best in the world he,said
1,2829,0,it s,amazing what two or more sinners can achieve together with synergy
0,2830,3,In for a penny in,for a pound
0,2831,15,Well then when you drop off your daughter or pick her up just stop him and ask,him out or give him your number
0,2832,7,As he explained We still don t see the,limit
0,2833,4,If you get to thinking you,re a person of some influence try ordering somebody else s dog around
1,2834,17,i finally found a spotter at the gym it s like a huge weight has been lifted off my,shoulders
0,2835,4,In space research the panel told,Bush the United States cannot take a leading position without his help
0,2836,1,go to your,town records and they will help you how did you get a wrong name on it
0,2837,12,A geek by definition is someone who eats live animals I ve never eaten,live animals
0,2838,10,There is nothing wrong with a little fear It is normal If,you didn t have some fear then it would mean you weren t really interested in the girl
1,2839,0,dentists have,their own flossify on how to keep teeth clean
0,2840,8,No matter how stout one beam it cannot support a,house
0,2841,8,I m going to get a letter off to the,captain today
0,2842,7,drink water or something hold you breath or just,wait
1,2843,8,he was to carry two flags in the parade but,decided that would be a double standard
0,2844,7,Even a tiny espresso cup can make a design,statement
0,2845,11,He turned on two of our cars while we were trying to pursue,him
1,2846,3,my job at the concrete,plant seems to get harder and harder
0,2847,3,So we cut the people,s tax rates and the people produced more than ever before
0,2848,5,You don t need a grill to,cook a great steak
1,2849,3,fashion is something that goes,in one era and out the other
0,2850,10,One shows a little girl in a hospital bed surrounded by stuffed,animals
0,2851,7,The cause of the break was not known he,said
1,2852,1,an egg pulls,a cart with a yolk
1,2853,3,he was trying to sell,me new windows but his motivations were transparent
0,2854,0,I stand,here all day in the cold freezing weather
0,2855,8,Do plants feel pain When a tree is pruned for,example does it suffer
0,2856,12,Don t change people they can change on their own Just move on You,ve got your whole life to look
0,2857,8,She returned more than half and had kept the others,the report said
1,2858,8,with iowa crows swearing all over the places the result,was statewide caw cusses
0,2859,4,And he said I m going,to tell them I don t like kiss and tell books
1,2860,8,someone led me to believe that graphite was discovered in,pennsylvania
0,2861,0,He that,does amiss may do well
1,2862,8,a heart surgeon who also conducts music is a pace,maker
1,2863,20,i went to prom with a broken leg during the slow dances my date could tell that i had a crutch on,her
1,2864,24,did you hear about the builder who was retiring and said to his son this is all yours now son his son said sadly i dunno,dad you re a hard hat to follow
1,2865,2,broken puppets for sale,no strings attached
1,2866,7,two cooks had a contest and the heat was,on
0,2867,5,Many things are lost for want of,asking
0,2868,0,You get,20 and they say There s the door
0,2869,2,They are not learning,the survival skills they should be learning
1,2870,12,i made a batch of fish eye soup it should see me through the,week
1,2871,2,sod farms provide instant,grassification
1,2872,16,it s tough to know exactly what some philosophers looked like sometimes the only way might be to,ex hume them
0,2873,7,who was forced into an arranged marriage by her,parents
1,2874,3,he became a sky diver,out of the blue
1,2875,13,if i think i ve seen an idiot before is that a case of deja,fool
0,2876,3,Cheap things are not good,good things are not cheap
0,2877,8,We don t think the government has much of a,case
0,2878,4,When you can put someone else,s life ahead of your own wants and needs
1,2879,14,from the middle of the pacific the shipwrecked survivor found his way to the california coast,purely by occident
1,2880,6,the medical term for owning too many dogs,a roverdose
0,2881,9,To get over a man quickly you must get under a,man quickly
0,2882,0,Virtue is,not knowing but doing
0,2883,7,I ve got a lot of family and we,re all real close
0,2884,6,Gold and silver are mingled with dirt till,avarice parted them
1,2885,1,diamond prospectors have,to use a good strata gem
0,2886,3,try ice if it doesn,t work go see a doctor
1,2887,0,the cowboy,that got fired from his ranch job wasn t crazy he was just deranged
0,2888,9,It wasn t a thing where we said Yeah this is,a great idea
0,2889,0,Americans are,always saying that if there is something good you should shoot it immediately
0,2890,12,Can a president or a former one be forced to testify in a legal,case
0,2891,5,Just ask me I need a girl,friend so call me
1,2892,9,it s a cut throat world working in the otolaryngologist s,office
0,2893,4,There s virtue in a man,s face i e presence carries weight
1,2894,8,if you discover a planet you re in the inner,circle
0,2895,12,talk to someone about it a parent or a teacher it can be quite,serious
1,2896,2,this diet is wearing,me thin
0,2897,14,But he said that it was dark and that the crowd he hit was in the,road
1,2898,4,don t justify sin just defy,sin
1,2899,6,car salesmen compete trying to sell for the,lease amount
0,2900,8,go out with someone else like his best friend or,better yet ask him out
0,2901,6,His son added We waited such a long,time to work together
0,2902,7,There s no need to grease the fat pig,s rump
0,2903,4,It s more of a treat,for people to come here
1,2904,6,i really regretted the inconsiderate comment i made,it was rued
1,2905,3,my father slept under the,bed i think he was a little potty
0,2906,14,We will never have an opportunity to get at the real heart of the crime he,said
1,2907,2,the miser wasn t,able to stop on a dime
1,2908,1,a spacecraft took,pictures of mars and saturn and got the best of both worlds
0,2909,12,We can Some of my family members eat bones all the time It s,funny
1,2910,2,careless stair dancers are,heading for a heavy landing
1,2911,1,when the ceo,dropped his brownie on the calculator was he trying to fudge the numbers
0,2912,9,It said the American air pirates had then killed women children,and old people
0,2913,4,Men know not all their faults,oxen all their strength
0,2914,9,I don t think he realized how remote it is he,said
1,2915,6,power saws are for people who like short,cuts
0,2916,3,The more acquaintance the more,danger
1,2917,12,studying earthquakes rocks but sometimes it is not always what it is cracked up,to be
0,2918,1,Self praise is,no praise at all
1,2919,0,did you,hear about the lost sausage it was the missing link
1,2920,9,the grammarian was very logical he had a lot of comma,sense
0,2921,7,And that s not even going into the entire,facility wall to wall
1,2922,7,a dentist named phil mccavity always quit work at,tooth hurtie
1,2923,0,an online,poker tournament ended suddenly when the computer cached in its chips
0,2924,11,One should be just as careful in choosing one s pleasures as in,avoiding calamities
0,2925,1,The only question,is how we put that into practical terms
0,2926,8,Every patient has a story how good it is depends,on your own experience
0,2927,22,Then there was the time we were giving a job offer to a new engineer who asked about our maternity leave policy The truth,was we didn t have one
0,2928,7,They certainly don t want to give them patients,drugs that are going to kill them
0,2929,7,Add legs to the snake after you have finished,drawing it
1,2930,4,you should lock up your wine,in a cabernet
0,2931,8,When you are truly in love you don t have,to ask if it is real you just know it
0,2932,4,If what we see is doubtful,how can we believe what is spoken behind the back
1,2933,0,digest is,morbid humor
1,2934,0,bakers trade,bread recipes on a knead to know basis
0,2935,8,We just happened to know about it this time he,said
1,2936,8,a car can t make you high but can a,bus
1,2937,18,a pickle maker fell into one of the vats at work at hospital it was determined he had a brine,injury
0,2938,0,Wow this,guy is sure to give his love out easily Be careful of a person like that he may love many girls
0,2939,1,Of course it,s hard to lose a sister she said
0,2940,0,Enough s,as good as a feast
1,2941,5,luggage sales trends are determined using case,studies
1,2942,4,one person can keep a fishing,line clear but it takes two to tangle
1,2943,5,i used to enjoy steak and cheese,with my eggs but it s all ova now
0,2944,5,But would a sex life with a,mate who lived across the street be complicated
0,2945,6,You just don t get a moment to,do it again
0,2946,9,most Realtors take care of that its why they are so,expensive
0,2947,1,There are many,ways to see bears in Alaska On Kodiak Island you can live among them
0,2948,6,The nation s capital also may be the,nation s murder capital
1,2949,7,i met two policemen in a lift i realized,then i was going down
1,2950,17,in times like these the value of chinese currency should make americans pay attention instead too many of us,just yuan
0,2951,13,Who needs UPS trucks and bicycle delivery when you can fly in things people buy,online
1,2952,2,if you want to,be come an optometrist there s more than meets the eye
1,2953,9,i ve never killed a deer before but i ll take,a shot at it
0,2954,7,Go to search on the left side of the,page and type the ID Good luck
0,2955,6,A large fire often comes from a small,spark
1,2956,6,if i had to guess he was drinking,a tequila surmise
0,2957,1,Conquerors are kings,the beaten are bandits
1,2958,5,the doctor said it was an infected,organ that was causing my bach ache
1,2959,0,the passenger,couldn t find where his next flight was but then he made the connection
1,2960,0,the man,brought an umbrella with him into the ice cream store because he heard there was a chance of sprinkles
0,2961,3,don t you mean morning,coffee Don t drink it
1,2962,6,to get a wig bald men have toupee,a lot of money
1,2963,2,my rechargeable batteries are,revolting
1,2964,7,if you spend too much time in the coffee,shop you ll be latte for work
0,2965,6,i just throw the shirts away and buy,new ones
0,2966,3,They had to cut short,their rescue effort just before the roof caved in
1,2967,4,how can you get a drywall,plasterer to finish the job they barely start and then they stop
1,2968,20,i heard about this new governing document that says people can only go to the bathroom one per day it s called,the constipation
1,2969,1,a wig van,blew up on the motorway police are combing the area
1,2970,2,money doesn t grow,on sprees
1,2971,5,things made in australia are high koala,ty
1,2972,6,when he was sentenced to the guillotine he,lost his head
1,2973,10,i once worked at a factory that made boat paddles the starting,pay was ten dollars an oar
0,2974,2,If that isn t,due process I don t know what is
0,2975,5,Dangerous enemies will meet again in narrow,streets
1,2976,8,old senators don t die they just go over the,hill
1,2977,3,old carpenters never die they,just lumber around
0,2978,4,I m doing this to show,my rights to America
0,2979,3,i don t think there,s possible but you could have a triangle in two side not four
0,2980,7,She also can t change the sheets on the,bed
1,2981,14,the doctor couldn t transfer the organs because he didn t have the guts to do,it
0,2982,2,The case treated as,a missing person report had been closed for two years
0,2983,17,Stop using your computer When you get home study or do something else to get your mind off of,it
1,2984,6,dental care in panama is called a route,canal
0,2985,1,Don t waste,too many stones on one bird
0,2986,4,Are you looking for a date,or just showing off your spelling skills
0,2987,7,It didn t matter if I won or lost,she always knew the right thing to say at the right time
1,2988,10,if you sing while playing baseball you won t get a good,pitch
0,2989,16,Just study a lot ask for help when needed and don t worry if you can t get,it because if you keep at it long enough you get it
1,2990,2,the sun was bright,on a dry cloudless morning but later it waned
0,2991,13,We ll see how the process works and some of the motivations behind it he,said
1,2992,1,some people like,to whine and dine
1,2993,7,the two people on the liquor license board called,all the double shots
1,2994,4,at a furniture makers convention there,s a lot of round table and table top discussions
0,2995,0,clone one,i don t think you could get the equipment
1,2996,7,i m not one for buoyancy but whatever floats,your boat
0,2997,6,Well I can tell you the answer but,you don t want to know
0,2998,4,Keep your broken arm inside your,sleeve
1,2999,2,once you get your,bearings vectors are easy
1,3000,7,as a golfer you have to have good fore,sight
1,3001,2,does my great new,smile denture ego
1,3002,9,the goat breeder s rich farmland was full of does and,bucks
0,3003,2,A book holds a,house of gold
0,3004,7,the one who discovered invented it had the last,name of fahrenheit
0,3005,7,Timing has a lot to do with the outcome,of a rain dance
1,3006,8,5000 hares have escaped from the zoo the police are,combing the area
0,3007,4,You just can t imagine anyone,doing anything like that
1,3008,8,what s the funniest bunch of fruit a pun net,of strawberries
0,3009,8,This is a job I always wanted to do he,said
1,3010,17,the mother kangaroo tried to instill good financial habits in her baby she told him to pocket all his,allowance
1,3011,5,a dentist and manicurist fought tooth and,nail
1,3012,29,on my chicken farm i own the birds scratching around on the ground in the barn but i am paying off the ones sitting on the roosts they are on higher,perches
0,3013,8,A rope around the neck would ve been better says,Harry
1,3014,0,did you,hear about the bivalve they called in to interrogate for that big murder investigation apparently he s clammed up
1,3015,3,i tried to record an,album in a reptile shop but there was a terrible gecko
0,3016,8,learn how to make love and know that hit it,is not going to make things any better
0,3017,10,If you are married why do you need to find a female,friend
0,3018,13,The only way to know is by taking a pregnancy test It is however very,rare to have a regular period when you are pregnant
0,3019,7,But they are willing to participate in the creation,of a broad based government
1,3020,10,the cat took up computer lessons in hopes of mastering its grip,on a mouse
1,3021,2,i noticed the article,about peripheral vision out of the corner of my eye
0,3022,0,easy to,grow at home see site below for full details
1,3023,9,i knew a woman who owned a taser man was she,stunning
1,3024,8,there was a ghost at the hotel so they called,for an inn spectre
0,3025,8,Every time I come home I say to myself Why,did I ever leave
0,3026,0,The American,people expect better of their political system and they deserve it
0,3027,6,If you are planning for a year sow,rice if you are planning for a decade plant trees if you are planning for a lifetime educate people
1,3028,3,the number 10210 is too,intense
0,3029,4,when you find out tell me,I would love to find a way to do that
1,3030,0,a baker,stopped making donuts after he got tired of the hole thing
0,3031,1,The absent get,further off every day
0,3032,5,A cloth is not woven from a,single thread
1,3033,11,if you send a letter to the philippines put it in a manila,envelope
0,3034,15,well i am a girl so just the way the girl acts with the other guy or,just have the balls and ask her
1,3035,7,the railway had a safety problem but tried to,cover its tracks
0,3036,0,In recent,years it has been operating mainly outside the country
0,3037,3,It s taking dying back,into the family into the home
1,3038,0,an offer,of a free lunch was not enough to entice freud to make a presentation at a behaviourist convention he explained there was nothing on the menu that was oedipal
1,3039,6,it s a lengthy article on japanese sword,fighters but i can samurais it for you
1,3040,23,instead of engaging in my own hobbies my wife has me constantly helping her in her garden i guess you could say i am pistil,whipped
0,3041,3,It is a blessing in,disguise
0,3042,4,He that seeks trouble always finds,it
0,3043,8,shouldn t there be a phone number on the back,or a website Turn the card over
0,3044,3,It s like a war,zone here said a doctor
1,3045,1,dutch shoes used,to be made in a factory machine until it got clogged up
0,3046,11,start looking for someone to date sure you have to be a little,patient
0,3047,10,I think the devil was mad that something so beautiful was being,built
1,3048,4,even though ashley was blind and,under arrest she still had hope that someone would brail her out
1,3049,4,caribbean barbers know how to calypso,well
0,3050,12,If you have to ask how to get a girlfriend then you likely will,never get one
0,3051,8,You could get new strings steel strings those always sound,nice
1,3052,13,the buddhist refused pain killers during the root canal because he wanted to transcend dental,medication
1,3053,6,a restaurant owner gave his cooks a stirring,speech
1,3054,5,it is difficult to escape being a,peasant because resistance is feudal
0,3055,0,But he,said so far as I know we have not convinced them
0,3056,13,find out what the country needs are to better itself and offer product or service,to the countries needs
1,3057,0,pocket tape,recorders were invented for those who like small talk
1,3058,1,environmentalist expert in,computer operating systems
0,3059,5,No one was injured in the 2,a m attack police said
1,3060,4,you should never take rocks for,granite
0,3061,7,Well why do you want or need a cell,phone If you need other people to make up reasons for you you probably don t need one
0,3062,8,If one man praises you a thousand will repeat the,praise
0,3063,4,Even a sheet of paper has,two sides
0,3064,0,But you,can t help who you fall in love with
1,3065,3,the price of shingles is,going through the roof
1,3066,11,the safe was invented by a cop and a robber it was quite,a combination
0,3067,3,A green Yule makes a,fat churchyard
1,3068,15,a man stole a case of soap from the corner store the police said he made a,clean getaway
0,3069,6,The tyrant is only the slave turned inside,out
1,3070,12,the new drive thru restaurant for golfers insisted on putting greens in all their,courses
1,3071,1,the most striking,feature of a match is its distinctive red head
1,3072,12,i bought a computer from the nero company it comes with a cd rome,burner
0,3073,10,make health care free and let the doctors do without for a,change
0,3074,3,What a story these old,walls could tell
1,3075,6,i strongly dislike the subject of math however,i am partial to fractions
1,3076,7,they were a fastidious couple she was fast he,was tedious
1,3077,0,bike sales,go in cycles
0,3078,7,Hey name of girl would you like to do,X thing Y night Practice in front of a mirror
1,3079,3,the divers had to be,careful the octopus was heavily armed
1,3080,6,insulting an east indian chef will bring you,bad korma
0,3081,0,Laughter is,the hiccup of a fool
1,3082,7,when two bakers traded buns they had a roll,reversal
1,3083,9,did you hear about the tire dealer that had a blowout,sale
0,3084,10,It seems terrible at the time but it s not a big,mistake
0,3085,12,It s hard to go wrong when choosing a wine to drink with this,bird
1,3086,4,the two geologists lived only a,stone s throw apart
0,3087,9,Many cute women with good shape I know of are never,out of shape and I think they are always cute even after giving birth
1,3088,7,some computer equipment got shot it was a graphic,display
1,3089,8,i am kicking myself i did not take up karate,earlier
0,3090,1,There is no,way When it is due it will come no matter what
0,3091,8,Had the pheasant not screamed it wouldn t have been,shot
1,3092,9,my desire to be a dermatologist was only skin deep i,knew i was destined for osteology i could feel it in my bones
1,3093,1,teaching history is,old news
0,3094,7,There s nothing like having the key of the,fields
0,3095,12,an iron with a paper bag will do the best job being red it,may not get the full dye out so good luck
1,3096,15,an undertaker can be one of your best friends he is always the last one to let,you down
0,3097,6,Priests return to the temple merchants to the,shop
0,3098,11,But Bush has said it can be done and that he will do,it
1,3099,14,funniness and cleverness have always been two notable factors for rating puns but the third has,groan in significance
0,3100,1,Politeness wins the,confidence of princes
0,3101,9,People don t pay much attention to the words in the,ads
1,3102,0,the dermatologist,was an avid gardener but he had a problem with moles
0,3103,3,It makes us look like,we re liberal or something
0,3104,7,If convicted he could be sentenced to life in,prison
1,3105,1,good gardeners take,care of their plants weed em and reap
1,3106,13,missouri asked me to borrow mississippis s new jersey i said i don t know,alaska
0,3107,1,Never write a,letter while you are angry
1,3108,5,he stayed at the auction to the,bidder end
1,3109,0,when the,lumberjack accidentally let his chainsaw slip he quickly became lacked toes intolerant
0,3110,1,Raise your sail,one foot and you get ten feet of wind
1,3111,1,an embrace at,a nudist colony is a bare hug
1,3112,1,to be a,successful frequent flier you need a lot of connections
0,3113,7,and decided instead to go to law school at,New York University
0,3114,4,Pride joined with many virtues chokes,them all
0,3115,16,Yes you can eat well here But you can also see where cinema started and drink among the,accused
0,3116,13,you can ask your neighbors or mom if they need anything extra done and set,a price
1,3117,9,novice pirates make terrible singers because they can t hit the,high seas
1,3118,4,the most popular operation for orthopaedic,surgeons is upper leg surgery very hip
0,3119,9,Set your alarm and place it across the room from your,bed
1,3120,7,his decision to become a pilot was up in,the air
1,3121,9,no one knew she had a dental implant until it came,out in a conversation
1,3122,2,a no fly zone,prohibits zippers
0,3123,7,life is short and we should do what we,like nothing worth being happy and enjoying your time
1,3124,3,she wanted the large estate,quite badly but she dared not mansion it to her frugal husband
0,3125,4,They re not the same ones,but they look the same
0,3126,7,Great business is good to sit and sip this,glass is better
1,3127,7,why did the agricultural presentation go so smoothly they,planted questions
1,3128,11,if you want to revisit the past make sure you get back in,time
1,3129,9,he took a gun to his watch because he wanted to,kill time
0,3130,7,I think we are still at that age she,said
0,3131,6,Then we could all look down and that,would make us feel good
0,3132,20,You shouldn t try to lose 5 pounds in 1 week that is 2 quick try not 2 eat 2 much salt,or junk food and stuff
1,3133,0,the fruit,farmer is berry competitive in his field
0,3134,3,Never ask a barber if,you need a haircut
1,3135,6,what do you call a pig in a,rickshaw pulled pork
0,3136,4,The family you come from isn,t as important as the family you re going to have
1,3137,3,i used to like russian,dolls until i realised they were full of themselves
1,3138,0,one day,at the bar there was a blackout good thing i had a light beer
0,3139,4,Dream of a funeral and you,hear of a marriage
1,3140,0,have you,heard the joke about the bomb it had no impact
1,3141,5,trust your calculator it s something to,count on
0,3142,7,He got here about three minutes before they started,shooting
0,3143,4,Do not make yourself so big,you are not so small
1,3144,0,the railway,constructions are on track
0,3145,1,you don t,men can t read your mind Just tell him
0,3146,3,Better the devil you know,than the devil you don t
1,3147,0,two hats,were hanging on a hat rack in the hallway one hat says to the other you stay here i ll go on a head
1,3148,7,home page when your family makes your beeper go,off
0,3149,10,If I had one wish it would be that they built the,cars in the United States
0,3150,9,You know I know everybody knows food don t fall out,of the sky
0,3151,7,We d really kind of like to phase that,out
1,3152,14,i was upset with my wall climbing abilities i just couldn t seem to get a,grip
1,3153,17,why did the latin student end up being a bachelor because every time he was asked to conjugate he,declined
0,3154,6,She said the cause of the fire was,not known
1,3155,20,two geologists were staring at a huge fissure in a cliff face and one was overheard to say it s not my,fault
0,3156,11,I have no idea Do you know how to answer a question on,this site
1,3157,1,the philosophy student,got an f the day he forgot to turn in his hume work
1,3158,10,when the wino suspected his muscatel was watered down he needed more,proof
1,3159,5,the crumpled suv gave evidence of its,owner s finely hooned driving skills
0,3160,12,Don t worry I ve found site where you can go to look for,it it s really easy
0,3161,3,A green Christmas makes a,fat churchyard
1,3162,7,sailing it s a sport that just doesn t,float my boat
0,3163,17,A country where flowers are priced so as to make them a luxury has yet to learn the first,principles of civilization
0,3164,11,I was walking to the post office one day and this guy is,walking by goes I love your work
1,3165,7,i noticed that the sun was out and nobody,had bothered to relight it
1,3166,0,when the,knight logged onto his computer there was the message you got mail it was a chain letter
0,3167,7,The bus driver pulled out in front of the,truck the police chief said
1,3168,0,the circus,performer pulled his trapezius muscles and now he is flying high on pain meds
0,3169,5,what do you mean a letter of,delivery Do you want to deliver a letter what
0,3170,12,We re doing the best we can to get a place for them he,said
1,3171,3,encylopedias are loud they speak,volumes
1,3172,9,the people stand up for royalty the queen sits down for,royal tea
1,3173,8,i need to do my philosophy homework but i just,kant
0,3174,2,A door is what,a dog is perpetually on the wrong side of
0,3175,3,When a proud man hears,another praised he feels himself injured
0,3176,1,It s a,natural place for a massive black hole to form
0,3177,5,When I see them with our women,my heart boils
1,3178,4,i dropped out of my communism,class because of lousy marx
1,3179,9,yesterday i slept on a battery it was a good power,nap
1,3180,4,as a police officer he was,usually off beat
1,3181,7,the sound that a golf cart makes is putt,putt putt
1,3182,1,you feel stuck,with your debt if you can t budge it
1,3183,0,even the,smallest egg farms are multi layer organisations
1,3184,8,two nuclear technicians got married she was radiant and he,was glowing
0,3185,13,How can you design a set of three dice that work like the rock paper,scissors game
1,3186,3,1000 pairs of underwear were,stolen police were making a brief enquiry
0,3187,3,I will tell you if,you give me a dollar
1,3188,10,when i asked the man how he became a ditch digger he,said he just fell into it
1,3189,15,the environmentalist rode his bike 20 miles in the morning and 20 more in the evening he,loved recycling
0,3190,2,If you want an,audience start a fight
1,3191,3,how does a card player,party they shuffle
1,3192,7,there s a new magnetic steam iron that makes,your clothes attractive
0,3193,8,If you really love your wife you shouldn t love,another woman
1,3194,0,psychiatrists and,rectal doctors deal with odds and ends
0,3195,0,If thou,hast not a capon feed on an onion
1,3196,11,i didn t know which hammer to get but i think i nailed,it
0,3197,21,I think the men must feel good about what they re doing on the ship because that s what they re trained to,do
1,3198,2,some scientists who study,our genes are so busy they do it on the fly
0,3199,3,But don t get too,excited it s only temporary
0,3200,11,You want them you need them and these power tools will pay for,themselves
1,3201,5,some people use a restaurant to rest,and rant
0,3202,2,She and the couple,chose the baby s name together and the couple was present at his birth
1,3203,18,then there was the dictator who wanted to conquer the world but was delayed while counting the feet of his,soldiers his was a toe tally tarrying regime
0,3204,15,Just act like nothing happened and don t break your back to break the ice because there,probably trying to figure out how to make it work to
1,3205,4,so how s the flower business,going oh it s blossoming quite nicely
0,3206,6,He declares himself guilty who justifies himself before,accusation
1,3207,8,the best street for locating a gas station is fillmore,avenue
1,3208,4,with the apocalypse approaching armageddon out,of here
0,3209,8,To get rid of an angry boss you get another,job
1,3210,0,the lumber,company downsized they got rid of the deadwood
1,3211,10,a grenade thrown into a kitchen in france would result in linoleum,blownapart
1,3212,11,i got a nasty electric shock the other day but i wasn t,phased
0,3213,4,But he pointed out that the,deal never went through
0,3214,9,transplant the plants and plant them with no shirt on its,an experience you will never forget
0,3215,12,All you can do is talk to her and ask her out If she,says no it wasn t meant to be
1,3216,11,a homeless person joining in a riot can basically be heard as a,vague rant
1,3217,24,here at my estate on monteverdi i attempted a liszt of classical composers but had to go bach because i couldn t get a handel on,it
0,3218,5,One way is to always drink water,first thing in the morning even better warm cup of water with honey in it is sure to do it
0,3219,6,Then we could all look down and that,would make us feel good
0,3220,7,The big eager smile should tell you everything you,want to know
0,3221,0,Patience is,power with time and patience the mulberry becomes silk
0,3222,9,How many more ways can I show skin and still be,creative
0,3223,3,It was such as intense,fire and the one that started it all is on the bottom
1,3224,3,i wanted to bring a,penguin home but my parents said that wasn t going to fly
0,3225,4,If we wanted to do something,we would do it
0,3226,5,Going beyond is as bad as falling,short
1,3227,7,the grammarian was never late he was always very,punctual
0,3228,0,A thorn,defends the rose harming only those who would steal the blossom
0,3229,1,I worked very,hard to bring my reading up to grade level so I could feel that I fit in
0,3230,9,If you have never done anything evil you should not be,worrying about devils knocking at your door
0,3231,3,Why do you love a,man who won t listen to you
0,3232,12,Really I just want to go home before things become too much worse he,said
1,3233,4,when the bottom of a cargo,ship got a hole it had one hull of a problem
0,3234,12,I believe that the people of this town want a mayor who s not,afraid
1,3235,3,old programmers never die they,just lose their memory
0,3236,13,But from what I ve seen over the past few years I think it s,necessary
1,3237,0,the barber,opened up a shavings account
1,3238,7,she didn t like her masseuse she rubbed her,the wrong way
0,3239,3,A whitewashed crow soon shows,black again
1,3240,8,the movie about the mobile home was advertised with a,trailer
1,3241,2,when milking a nervous,goat kid gloves should be used
1,3242,8,an ex sailor prefers to forget the days he spent,playing cards in submarines dismissing them as so much bridge under the water
0,3243,13,It s only a guess but her name may have something to do with the,mystery
1,3244,2,when caesar entered the,senate all hail broke loose
0,3245,12,Then you are just going to have to accept your weight That s all,there is to it
0,3246,15,I like to meet people I like to hear there story who there are and what there,about
0,3247,10,I think the devil was mad that something so beautiful was being,built
1,3248,7,scientists wanting to send a rocket to jupiter had,to really planet
0,3249,3,Lend your money and lose,your friend
0,3250,8,study hard do only the important stuff do last years,paper
1,3251,8,he studied water purification and had a great thirst for,knowledge
1,3252,4,we ve missed our favorite tea,at the chinese restaurant where we often dine but we ve been getting oolong
1,3253,0,the hotel,chef was noted for his tomfoolery and his capers
0,3254,10,After five years the chef is back with a new restaurant and,partner
1,3255,12,what does a guy need to do on this site to get a pun,posted put a stamp on it
1,3256,7,the king and queen played chess in their castle,at knight
0,3257,2,The noisy fowler catches,no birds
1,3258,0,qwertyus god,of keyboards is a character from geek mythology
1,3259,12,even though his driver and woods had been stolen the golfer continued to play,72 straight holes for charity he was truly an ironman
0,3260,1,Pride goeth before,destruction and a haughty spirit before a fall
1,3261,4,at first i thought the yoga,instructor was lying then i realized she was just stretching the truth
0,3262,5,After three days without reading talk becomes,flavorless
0,3263,17,Any character I play is not like me so it doesn t really matter what the differences are he,said
1,3264,1,brad pitt makes,angelina jolly
0,3265,7,oh great news i too want to see but,how
1,3266,10,so my mate swallowed a typewriter now he s suffering from irritable,vowel syndrome
0,3267,1,There is a,little bit of me in all the characters
0,3268,13,I have the same kind of phone what do you mean without paying you don,t have to pay
0,3269,0,The United,States said the planes were armed and dangerous
1,3270,1,the carpenter was,well known for nailing his work
1,3271,1,the boy who,got electrocuted was unable to give a statement because he was still shocked at the incident
1,3272,7,i m glad i know sign language it s,pretty handy
0,3273,6,The camel asking for horns lost also his,ears In grasping for things we need not we often lose what we have
1,3274,1,did you hear,about the farmer who got attacked by a cow he milked it for all it was worth
0,3275,10,I m sure it will have another name before it goes into,production
0,3276,6,Why are women doing most of the work,on so many urban farms
0,3277,2,But they also pay,close attention to issues facing the little town
0,3278,3,I learned that you don,t have to take things lying down
0,3279,4,We found him guilty because that,s what the law says
1,3280,0,florence nightingale,had many suitors because men liked to go with the flo
1,3281,8,i used to do balance and rotations at an auto,shop i felt like i was just spinning my wheels and decided to retire
1,3282,6,drivers who speed in the snow often find,themselves adrift
1,3283,5,my boss does not tolerate any beards,or mustaches he is a real shave driver
0,3284,4,I wasn t going to divorce,him just because he wanted to move to New York she said
0,3285,1,Give neither counsel,nor salt till you are asked for it
0,3286,7,Because we focused on the snake we missed the,scorpion
1,3287,10,the nomadic tribe had to settle for their current leader until they,could find a bedouin
